name,ra,dec,d_L,prob_vol,stmass,prob_vol_x_stmass,rank,confidence,obj,note,weight
110697,257.043,63.631,129.027,1.7439624246540399e-06,20.0,1.000,0,0.5,MS230427g,110697,1.000
1153491,38.293,-36.860,147.152,2.6439182786230315e-06,12.0,0.910,1,0.5,MS230427g,1153491,0.910
1155180,57.596,-50.303,161.925,1.8634728478311031e-06,16.0,0.855,2,0.5,MS230427g,1155180,0.855
1153406,59.558,-52.328,151.811,2.460013626205437e-06,11.0,0.776,3,0.5,MS230427g,1153406,0.776
1155358,105.851,-60.256,146.098,8.126795635772165e-07,30.0,0.699,4,0.5,MS230427g,1155358,0.699
1154227,60.090,-52.574,154.516,2.412590566778838e-06,10.0,0.692,5,0.5,MS230427g,1154227,0.692
1024854,9.827,3.037,89.866,2.4441154673347046e-06,9.0,0.631,6,0.5,MS230427g,1024854,0.631
1026193,242.796,61.268,142.668,1.7777676587173812e-06,12.0,0.612,7,0.5,MS230427g,1026193,0.612
1157395,60.253,-52.985,157.346,2.3251960661440347e-06,9.0,0.600,8,0.5,MS230427g,1157395,0.600
1154041,21.792,-18.653,145.600,2.2444299154867706e-06,9.0,0.579,9,0.5,MS230427g,1154041,0.579
1154104,28.749,-26.019,129.305,2.2124698860562733e-06,8.0,0.507,10,0.5,MS230427g,1154104,0.507
1156955,63.447,-53.063,161.076,1.7421397291007502e-06,10.0,0.499,11,0.5,MS230427g,1156955,0.499
1159484,59.170,-51.557,164.210,2.10260100873681e-06,8.0,0.482,12,0.5,MS230427g,1159484,0.482
1025501,9.934,3.300,92.546,2.5161042998129623e-06,6.5,0.469,13,0.5,MS230427g,1025501,0.469
1153743,20.150,-17.340,138.386,1.618759080996648e-06,10.0,0.464,14,0.5,MS230427g,1153743,0.464
1383,226.166,53.823,180.261,1.2244980740230453e-06,13.0,0.456,15,0.5,MS230427g,1383,0.456
1025975,203.806,34.677,125.560,1.5372023426236088e-06,10.0,0.441,16,0.5,MS230427g,1025975,0.441
1154623,55.478,-50.958,167.999,2.113276786145694e-06,7.0,0.424,17,0.5,MS230427g,1154623,0.424
1261582,67.284,-53.828,176.319,9.129663774601406e-07,16.0,0.419,18,0.5,MS230427g,1261582,0.419
1151279,10.654,-1.529,93.746,1.121306586136979e-06,13.0,0.418,19,0.5,MS230427g,1151279,0.418
1154821,62.789,-53.687,174.804,1.7953475158441468e-06,8.0,0.412,20,0.5,MS230427g,1154821,0.412
1160752,33.304,-33.628,188.087,1.5902556994107383e-06,9.0,0.410,21,0.5,MS230427g,1160752,0.410
1158817,21.040,-16.799,189.505,1.276522202546155e-06,11.0,0.403,22,0.5,MS230427g,1158817,0.403
397,218.113,49.905,107.632,1.1403326266627708e-06,12.0,0.392,23,0.5,MS230427g,397,0.392
1028830,222.694,54.411,173.914,9.743114989354167e-07,14.0,0.391,24,0.5,MS230427g,1028830,0.391
1025658,357.861,20.586,83.035,1.9458610530853262e-06,7.0,0.391,25,0.5,MS230427g,1025658,0.391
1161939,58.811,-52.334,180.252,1.6987543263973799e-06,8.0,0.390,26,0.5,MS230427g,1161939,0.390
1158723,60.221,-52.827,161.239,2.2549048787254375e-06,6.0,0.388,27,0.5,MS230427g,1158723,0.388
1165509,26.236,-22.919,177.865,1.952705377168395e-06,6.900000095367432,0.386,28,0.5,MS230427g,1165509,0.386
1163685,27.660,-24.656,191.154,1.4969635155935763e-06,9.0,0.386,29,0.5,MS230427g,1163685,0.386
1025319,9.552,2.729,90.417,2.483440192762129e-06,5.400000095367432,0.384,30,0.5,MS230427g,1025319,0.384
1157867,64.789,-53.363,182.823,1.1133156011098946e-06,12.0,0.383,31,0.5,MS230427g,1157867,0.383
1031733,203.240,32.605,161.955,1.6583804417415235e-06,8.0,0.380,32,0.5,MS230427g,1031733,0.380
1025049,5.556,10.492,90.632,3.2842618333739273e-06,4.0,0.377,33,0.5,MS230427g,1025049,0.377
1164389,59.405,-52.364,150.535,2.469919519420579e-06,5.300000190734863,0.375,34,0.5,MS230427g,1164389,0.375
1164375,31.525,-30.239,163.522,2.5952657099967392e-06,5.0,0.372,35,0.5,MS230427g,1164375,0.372
1261384,15.461,-6.800,95.076,1.8427779912452313e-06,7.0,0.370,36,0.5,MS230427g,1261384,0.370
1160794,24.579,-21.123,186.472,1.6109158953618127e-06,8.0,0.369,37,0.5,MS230427g,1160794,0.369
1031627,7.619,5.861,114.365,3.274494640516486e-06,3.9000000953674316,0.366,38,0.5,MS230427g,1031627,0.366
1034339,203.275,32.591,157.663,1.6853394676129498e-06,7.5,0.362,39,0.5,MS230427g,1034339,0.362
1153744,24.666,-17.831,156.789,9.665912195054455e-07,13.0,0.360,40,0.5,MS230427g,1153744,0.360
