|    obsdate | filter |    mag | e_mag |  observatory |   status | [mag_cor-mag_origin] |
| 59577.5657 |      i | 13.208 | 0.021 |         LSGT | detected |               -0.144 |
|  59578.575 |      i | 13.224 | 0.022 |         LSGT | detected |               -0.144 |
|  59581.652 |      i |  13.37 | 0.044 |         LSGT | detected |               -0.144 |
|  59592.466 |      i | 14.033 | 0.036 |         LSGT | detected |               -0.144 |
|  59593.468 |      i | 14.082 | 0.044 |         LSGT | detected |               -0.144 |
| 59599.5213 |      i | 14.279 | 0.044 |         LSGT | detected |               -0.144 |
|  59600.511 |      i |  14.34 | 0.047 |         LSGT | detected |               -0.144 |
| 59601.5203 |      i |  14.37 | 0.044 |         LSGT | detected |               -0.144 |
|  59602.528 |      i | 14.464 | 0.055 |         LSGT | detected |               -0.144 |
|  59617.469 |      i | 15.015 | 0.036 |         LSGT | detected |               -0.144 |
|  59619.468 |      i | 15.031 | 0.047 |         LSGT | detected |               -0.144 |
| 59620.4577 |      i | 15.107 | 0.038 |         LSGT | detected |               -0.144 |
| 59622.4557 |      i |  15.14 | 0.037 |         LSGT | detected |               -0.144 |
| 59623.4523 |      i | 15.172 | 0.037 |         LSGT | detected |               -0.144 |
| 59626.5443 |      i | 15.327 |  0.04 |         LSGT | detected |               -0.144 |
|  59652.521 |      i | 16.141 | 0.035 |         LSGT | detected |               -0.144 |
|  59653.508 |      i | 16.119 | 0.048 |         LSGT | detected |               -0.144 |
|  59658.463 |      i | 16.242 | 0.054 |         LSGT | detected |               -0.144 |
| 59659.4847 |      i |  16.35 | 0.032 |         LSGT | detected |               -0.144 |
|  59660.473 |      i | 16.472 | 0.032 |         LSGT | detected |               -0.144 |
|  59670.419 |      i | 16.595 | 0.047 |         LSGT | detected |               -0.144 |
| 59532.2024 |      r | 14.655 | 0.062 |       RASA36 | detected |               -0.199 |
| 59533.1516 |      r | 14.159 | 0.056 |       RASA36 | detected |               -0.199 |
| 59535.1425 |      r | 13.301 | 0.053 |       RASA36 | detected |               -0.199 |
| 59536.1575 |      r | 12.993 | 0.052 |       RASA36 | detected |               -0.199 |
| 59539.2741 |      r | 12.402 | 0.051 |       RASA36 | detected |               -0.199 |
| 59540.2569 |      r | 12.279 | 0.051 |       RASA36 | detected |               -0.199 |
| 59544.2265 |      r | 12.038 | 0.051 |       RASA36 | detected |               -0.199 |
|  59545.318 |      r | 11.891 | 0.066 |       RASA36 | detected |               -0.199 |
| 59558.2395 |      r | 12.379 | 0.045 |       RASA36 | detected |               -0.199 |
| 59559.2091 |      r | 12.361 | 0.065 |       RASA36 | detected |               -0.199 |
| 59560.1834 |      r | 12.406 | 0.045 |       RASA36 | detected |               -0.199 |
| 59561.2001 |      r | 12.492 | 0.045 |       RASA36 | detected |               -0.199 |
| 59563.1345 |      r | 12.638 | 0.029 |       RASA36 | detected |               -0.199 |
| 59564.1485 |      r | 12.665 | 0.029 |       RASA36 | detected |               -0.199 |
| 59566.2759 |      r | 12.801 | 0.029 |       RASA36 | detected |               -0.199 |
| 59570.2196 |      r | 12.693 | 0.045 |       RASA36 | detected |               -0.199 |
| 59572.2686 |      r | 12.611 |  0.05 |       RASA36 | detected |               -0.199 |
| 59574.2037 |      r | 12.823 | 0.061 |       RASA36 | detected |               -0.199 |
| 59576.1996 |      r | 12.764 | 0.046 |       RASA36 | detected |               -0.199 |
